Date,Sentiment Score
7/6/18,0.7003
7/9/18,0.5862333333333333
7/10/18,0.69199
7/11/18,0.36217
7/12/18,0.54622
7/13/18,0.7757000000000001
7/15/18,0.9844
7/16/18,-0.3215
7/17/18,0.9058333333333334
7/18/18,0.8440200000000001
7/19/18,0.1301
7/23/18,0.9501
7/24/18,0.7604
7/25/18,0.3103333333333333
7/26/18,0.91715
7/27/18,0
